fund_code,fund_name,date,unit_nav,accumulated_nav,daily_growth_rate,return_1w,return_1m,return_3m,return_6m,return_1y,return_2y,return_3y,return_ytd,return_since_inception,fee_rate
011462,东吴兴享成长混合C,2025-09-30,1.3072,1.3072,1.24,2.91,8.12,42.09,51.81,56.4,75.49,24.7,61.76,23.94,0.00%
010731,广发创新医疗两年持有混合A,2025-09-30,0.8732,0.8732,2.52,1.58,0.05,21.38,42.52,56.4,54.69,43.45,70.51,-12.68,1.50%
009982,万家创业板指数增强C,2025-09-30,1.2214,1.2214,0.02,3.24,10.36,46.75,56.75,54.92,65.32,46.61,58.58,22.14,0.00%
006910,华夏战略新兴成指ETF联接C,2025-09-30,2.0887,2.0887,-0.23,2.78,8.29,48.13,52.79,54.9,58.4,30.84,56.63,108.87,0.00%
014536,诺安高端制造股票C,2025-09-30,2.153,2.153,1.65,9.73,22.47,47.26,57.15,54.89,67.03,49.1,59.01,17.91,0.00%
018927,南方中证电池主题指数发起C,2025-09-30,1.6403,1.6403,2.21,9.53,36.09,65.84,66.44,54.88,,,68.91,64.03,0.00%
014497,诺安研究优选混合C,2025-09-30,1.3341,1.3341,3.52,10.6,26.28,70.89,68.7,54.86,28.13,35.44,81.93,-9.14,0.00%
005310,广发电子信息传媒股票A,2025-09-30,3.214,3.214,0.34,1.04,7.55,46.66,44.54,54.85,48.56,106.81,46.8,221.4,1.50%
016105,申万菱信兴乐优选混合A,2025-09-30,1.2691,1.2691,-0.71,-2.61,3.04,19.64,27.74,54.84,27.22,28.05,38.22,26.91,1.50%
009883,华润元大核心动力混合C,2025-09-30,1.0176,1.0176,-1.86,-6.38,2.59,45.37,52.86,54.82,79.53,54.56,50.76,1.76,0.00%
014177,华安景气驱动一年持有混合A,2025-09-30,1.5702,1.5702,1.28,3.92,8.71,40.61,51.13,54.82,55.22,50.14,54.88,57.02,1.50%
019034,易方达高端制造混合发起式C,2025-09-30,2.7198,2.7198,0.31,2.77,14.43,65.93,63.18,54.82,,,63.65,81.05,0.00%
014542,华安新能源主题混合C,2025-09-30,1.0149,1.0149,1.64,6.82,21.3,40.88,51.98,54.8,52.07,27.21,55.71,1.49,0.00%
019219,中信保诚先进制造混合A,2025-09-30,1.7417,1.7417,0.32,0.75,6.05,32.93,51.18,54.8,,,49.04,74.17,1.50%
001466,华富永鑫灵活配置混合A,2025-09-30,1.7617,1.7617,2.34,5.96,24.51,36.8,49.46,54.79,71.49,64.23,83.97,76.17,1.50%
007465,交银创业板50指数C,2025-09-30,2.0194,2.1784,-0.14,3.92,13.44,54.97,60.96,54.79,75.91,49.44,55.3,128.33,0.00%
013196,招商中证新能源汽车指数C,2025-09-30,0.8145,0.8145,2.91,9.53,25.81,47.96,46.94,54.79,47.21,9.01,56.69,-18.55,0.00%
017929,前海开源沪港深新机遇混合C,2025-09-30,1.3362,1.3362,3.64,6.92,12.93,49.95,49.18,54.76,70.67,,56.03,47.89,0.00%
001532,华安文体健康混合A,2025-09-30,4.633,4.633,0.52,2.16,5.54,38.75,41.34,54.74,51.8,32.9,53.82,363.3,1.50%
001606,农银工业4.0混合,2025-09-30,5.1722,5.1722,-0.14,1.14,9.13,46.17,44.54,54.73,51.82,38.72,46.19,417.22,1.50%
020434,金信量化精选混合C,2025-09-30,1.2837,1.2837,0.86,0.68,4.56,32.97,27.35,54.72,,,50.63,44.38,0.00%
011512,天弘中证新能源车A,2025-09-30,1.248,1.248,2.93,9.62,26.06,48.52,47.74,54.7,47.83,9.17,57.64,24.8,1.00%
001694,华安沪港深外延增长灵活配置混合A,2025-09-30,5.586,5.661,1.2,3.85,8.72,40,49.84,54.69,55.64,47.43,54.48,487.2,1.50%
014110,嘉实中证稀有金属主题ETF发起联接A,2025-09-30,0.8296,0.8296,3.88,10.61,4.92,45.59,54.81,54.69,49.53,8.97,61.75,-17.04,1.00%
015912,兴业致远混合C,2025-09-30,1.4011,1.4011,2.13,5.09,6.91,33.6,36.48,54.66,53.63,,42.39,40.11,0.00%
001467,华富永鑫灵活配置混合C,2025-09-30,1.7117,1.7117,2.34,5.96,24.51,36.77,49.39,54.65,71.17,63.74,83.86,71.17,0.00%
019875,广发中证稀有金属ETF发起式联接C,2025-09-30,1.5433,1.5433,3.84,10.66,4.89,45.18,54.02,54.65,,,61.35,54.33,0.00%
020828,东财北证50A,2025-09-30,1.9433,1.9433,-0.67,-1.16,-3.14,4.03,17.33,54.65,,,41.72,94.33,1.20%
501083,银华科创主题灵活配置混合(LOF),2025-09-30,1.8952,1.8952,0.85,2.67,7.03,39.92,47.68,54.62,79.95,41.54,44.67,89.5,1.50%
001156,申万菱信新能源汽车主题灵活配置混合A,2025-09-30,2.415,3.405,2.59,10.53,25.59,54.12,54.51,54.61,60.36,10.02,58.88,236.59,1.50%
005296,南华丰淳混合A,2025-09-30,1.9646,2.1434,0.13,2.57,16.73,37.21,30.43,54.61,42.68,29.55,52.92,118.65,1.20%
005354,富国沪港深行业精选混合A,2025-09-30,1.7782,1.8482,1.52,1.85,4.29,19.67,35.45,54.56,65.15,55.44,60.15,86.64,1.50%
481015,工银主题策略混合A,2025-09-30,4.499,4.499,0.13,6.74,15.63,43.97,42.06,54.55,42.01,21.5,44.76,349.9,1.50%
012079,信澳新能源精选混合A,2025-09-30,1.9288,1.9288,1.4,4.83,9.11,20.04,22.37,54.55,65.65,47.71,40.82,92.88,1.50%
018194,建信新材料精选股票发起A,2025-09-30,1.8936,1.8936,1.8,4.6,4.55,25.19,38.5,54.55,91.29,,50.92,89.36,1.50%
006072,民生加银创新成长混合A,2025-09-30,1.0844,1.1009,1.98,1.92,8.56,37.18,48.2,54.52,28.76,-23.08,61.88,10.16,1.50%
018999,万家趋势领先混合A,2025-09-30,1.7745,1.7745,3.04,9.65,17.72,41.54,58.27,54.52,,,79.21,77.45,1.50%
004695,东兴未来价值混合A,2025-09-30,1.5879,1.5879,1.04,4.21,3.97,22.09,33.27,54.5,70.83,66.48,45.39,58.77,1.50%
011823,易方达产业升级混合C,2025-09-30,1.3284,1.3284,0.26,2.58,14.48,65.57,61.96,54.5,80.54,54.77,63.03,32.84,0.00%
011635,富国港股通策略精选混合A,2025-09-30,1.1866,1.1866,1.7,3.41,6.98,20.98,39.26,54.49,69.32,49.11,61.09,18.66,1.50%
015170,摩根核心成长股票C,2025-09-30,3.3373,3.3373,1.05,3.25,11.29,40.83,48.44,54.49,63.15,50.02,56.83,19.74,0.00%
007449,兴全多维价值混合A,2025-09-30,2.6215,2.6215,1.03,3.52,10.92,34.85,40.72,54.47,54.41,53.23,51.62,162.15,1.50%
017730,嘉实全球产业升级股票发起式(QDII)A,2025-09-29,2.3553,2.3553,0.97,1.06,9.7,27.67,53.19,54.46,111.85,,40.15,135.53,1.50%
001496,工银聚焦30股票,2025-09-30,1.827,1.827,-0.16,1.11,12.29,50.99,52.76,54.44,45.35,24.97,55.36,82.7,1.50%
020306,信澳星煜智选混合C,2025-09-30,1.7056,1.7056,0.49,1.92,1.32,13.2,26.24,54.44,,,40.69,70.56,0.00%
010363,信澳匠心臻选两年持有期混合,2025-09-30,1.4167,1.4167,-0.08,-1.07,6.37,45.35,42,54.41,46.49,12.8,40.21,41.67,1.50%
006281,万家人工智能混合A,2025-09-30,3.5829,3.5829,-1.5,-2.78,2.86,67.25,55.14,54.4,78.45,92.61,45.56,258.29,1.50%
011513,天弘中证新能源车C,2025-09-30,1.2369,1.2369,2.93,9.62,26.03,48.43,47.58,54.4,47.25,8.52,57.41,23.69,0.00%
009664,汇添富医疗积极成长一年持有混合A,2025-09-30,0.8258,0.8258,1.76,1.59,1.7,23.27,44.45,54.36,26.27,10.36,66.49,-17.42,1.50%
021172,华安北证50成份指数发起式A,2025-09-30,2.0766,2.0766,-0.66,-1.21,-3.17,4.47,16.59,54.34,,,39.63,107.66,0.60%
005777,广发科技动力股票,2025-09-30,1.6739,1.6739,0.85,1.47,4.33,23.21,28.72,54.33,42.01,29.62,44.94,67.39,1.50%
007550,东兴未来价值混合C,2025-09-30,1.5845,1.5845,1.04,4.22,3.96,22.06,33.2,54.33,70.49,66.12,45.29,58.43,0.00%
018049,申万菱信数字产业股票型发起式C,2025-09-30,1.2531,1.2531,1.43,3.16,-0.05,24.02,21.73,54.32,34.71,,26.4,25.31,0.00%
014111,嘉实中证稀有金属主题ETF发起联接C,2025-09-30,0.8217,0.8217,3.88,10.61,4.89,45.51,54.63,54.31,48.78,8.16,61.43,-17.83,0.00%
018220,广发品质优选混合发起式A,2025-09-30,1.5625,1.5625,2.46,6.27,12.51,29.26,43.06,54.28,,,59.28,56.25,1.50%
008749,富国中证科技50策略ETF联接A,2025-09-30,1.4837,1.4837,0.86,4.15,8.12,38.9,39.46,54.26,61.08,76.8,45.29,48.37,1.20%
010236,广发电子信息传媒股票C,2025-09-30,3.1541,3.1541,0.34,1.03,7.51,46.51,44.25,54.23,47.37,104.36,46.36,88.79,0.00%
011056,博时汇兴回报一年持有期混合,2025-09-30,1.0608,1.0608,1.16,2.09,9.48,46.48,56.28,54.23,52.85,37.71,45.81,6.08,1.50%
519181,万家和谐增长混合A,2025-09-30,2.7676,5.6294,0.53,1.25,7.27,62.96,66.11,54.22,97.02,62.23,55.46,666.49,1.50%
013855,嘉实品质发现混合A,2025-09-30,1.3375,1.3375,1.99,5.09,10.68,39.83,48.02,54.21,54.41,43.97,57.5,33.75,1.50%
017086,嘉实ESG可持续投资混合A,2025-09-30,1.4395,1.4395,2.02,5.13,10.62,39.61,48.07,54.2,55.87,,57.41,43.95,1.50%
000541,华商创新成长混合发起式A,2025-09-30,2.932,3.187,1.35,5.66,7.75,30.66,42.68,54.15,43.87,18.56,59.78,257.02,1.50%
008315,摩根慧选成长股票C,2025-09-30,1.7431,1.7431,0.64,3.58,13.74,49.11,44.87,54.15,61.03,42.9,58.68,74.31,0.00%
012445,华富新能源股票型发起式A,2025-09-30,1.1599,1.1599,1.82,7.66,24.28,51.07,56.64,54.12,53.41,33,64.9,15.99,1.50%
001302,前海开源金银珠宝混合A,2025-09-30,2.492,2.492,2.34,6.4,25.1,37.38,47.19,54.11,76.24,117.26,82.16,149.2,1.50%
011167,景顺长城景气成长混合A,2025-09-30,1.4388,1.4388,2.22,5.08,15.39,40.59,44.62,54.11,58.56,47.74,46.74,43.88,1.50%
017304,华安景气领航混合C,2025-09-30,1.4306,1.4306,1.24,3.97,8.81,41.2,50.56,54.08,56.52,,54.14,43.06,0.00%
020829,东财北证50C,2025-09-30,1.9339,1.9339,-0.67,-1.17,-3.17,3.93,17.09,54.06,,,41.29,93.39,0.00%
021173,华安北证50成份指数发起式C,2025-09-30,2.0718,2.0718,-0.67,-1.22,-3.19,4.42,16.47,54.06,,,39.42,107.18,0.00%
006002,工银医药健康股票A,2025-09-30,2.5826,3.1302,2.53,2.11,4.85,29.31,45.05,54.04,29.92,32.08,70.32,210.11,1.50%
010303,华泰柏瑞量化创盈混合A,2025-09-30,1.2087,1.2087,1.65,4.87,7.91,43.02,47.73,54.03,60.33,39.11,52.25,20.87,1.50%
213008,宝盈资源优选混合,2025-09-30,1.8213,3.0948,-0.02,0.08,0.79,43.75,53.48,54.02,43.85,17.32,57.62,221.82,1.50%
005297,南华丰淳混合C,2025-09-30,1.8672,2.0388,0.13,2.57,16.69,37.07,30.17,54.02,41.56,28.03,52.49,107.81,0.00%
013116,华安文体健康混合C,2025-09-30,4.54,4.54,0.53,2.16,5.51,38.58,40.99,54,50.33,30.95,53.27,15.58,0.00%
011114,富国沪港深行业精选混合C,2025-09-30,1.7449,1.7449,1.52,1.84,4.24,19.55,35.18,53.93,63.81,53.56,59.67,8.56,0.00%
009076,工银圆兴混合,2025-09-30,1.806,1.806,0.12,1.92,11.72,41.77,46.2,53.92,59.23,41.44,49.68,80.6,1.50%
014929,民生加银创新成长混合C,2025-09-30,1.0686,1.0848,1.98,1.9,8.52,37.03,47.88,53.92,27.76,-24.01,61.38,-43.94,0.00%
016106,申万菱信兴乐优选混合C,2025-09-30,1.2456,1.2456,-0.72,-2.62,2.99,19.45,27.35,53.91,25.68,25.75,37.59,24.56,0.00%
020893,景顺长城国证机器人ETF联接A,2025-09-30,1.5328,1.5328,0.99,2.36,9.63,28.58,24.84,53.91,,,41.76,53.3,1.00%
002207,前海开源金银珠宝混合C,2025-09-30,2.436,2.436,2.35,6.42,25.05,37.32,47.19,53.89,75.88,116.53,82.06,143.6,0.00%
010779,西部利得量化优选一年持有A,2025-09-30,1.2061,1.4761,0.32,1.89,1.76,17.52,30.54,53.89,48.63,55.28,43.02,51.59,1.50%
019220,中信保诚先进制造混合C,2025-09-30,1.7208,1.7208,0.31,0.73,6,32.74,50.74,53.88,,,48.38,72.08,0.00%
014178,华安景气驱动一年持有混合C,2025-09-30,1.5367,1.5367,1.27,3.91,8.65,40.39,50.66,53.87,53.35,47.45,54.18,53.67,0.00%
001885,中欧新蓝筹混合E,2025-09-30,2.8563,4.4478,-0.25,1.28,8.27,53.21,59.31,53.86,64.03,48.2,64.7,241.46,1.50%
166002,中欧新蓝筹混合A,2025-09-30,2.8439,4.4211,-0.25,1.29,8.27,53.21,59.31,53.86,64.04,48.2,64.7,857.55,1.50%
016566,嘉实中证电池主题ETF发起联接A,2025-09-30,0.9924,0.9924,2.34,9.96,32.41,60.74,60.63,53.86,51.12,5.08,62.96,-0.76,1.00%
015150,恒越匠心优选一年持有混合A,2025-09-30,1.213,1.213,0.49,0.68,-4.02,-3.77,24.35,53.86,34.48,,50.8,21.3,1.50%
005028,鹏华研究精选灵活配置混合,2025-09-30,2.712,2.712,1.67,6.17,6.51,43.4,45.18,53.85,57.75,23.7,51.59,171.2,1.50%
010427,兴银策略智选混合A,2025-09-30,1.298,1.298,0.32,-0.05,2.68,28.69,30.28,53.83,52.87,29.68,41.7,29.8,1.50%
010805,东财新能源车A,2025-09-30,1.2902,1.2902,2.91,9.54,25.85,48.08,46.9,53.8,46.91,8.69,56.54,29.02,1.20%
018195,建信新材料精选股票发起C,2025-09-30,1.8758,1.8758,1.8,4.59,4.52,25.07,38.24,53.78,89.57,,50.47,87.58,0.00%
010135,宏利高研发6个月持有混合A,2025-09-30,1.6802,1.6803,1.09,5.97,16.45,42,40.22,53.77,85.7,33.77,43.31,68.03,1.50%
019410,南方数字经济混合A,2025-09-30,1.7361,1.7361,2.25,5.12,11.45,62.01,66.8,53.77,,,53.42,73.61,1.50%
012698,平安中证新能车ETF联接A,2025-09-30,0.8898,0.8898,2.87,9.47,25.38,48.03,47,53.76,47.05,10.89,56.27,-11.02,1.00%
013312,工银主题策略混合C,2025-09-30,4.411,4.411,0.14,6.73,15.59,43.77,41.7,53.75,40.66,19.73,44.2,-23.23,0.00%
020972,易方达机器人ETF联接A,2025-09-30,1.6274,1.6274,0.99,2.37,9.17,28.81,25.36,53.7,,,41.16,62.74,1.20%
009857,博时价值臻选持有期混合A,2025-09-30,1.035,1.035,-0.11,-0.63,3.4,44.37,63.3,53.67,44.65,22.27,61.16,3.5,1.50%
002067,诺安精选回报混合,2025-09-30,2.569,2.729,0.94,6.33,8.99,30.74,38.79,53.65,49.27,31.74,48.24,195.57,1.50%
008750,富国中证科技50策略ETF联接C,2025-09-30,1.4507,1.4507,0.86,4.14,8.08,38.76,39.17,53.64,59.79,74.7,44.85,45.07,0.00%
019000,万家趋势领先混合C,2025-09-30,1.763,1.763,3.03,9.63,17.67,41.37,57.88,53.64,,,78.51,76.3,0.00%
008399,华泰柏瑞中证科技ETF联接A,2025-09-30,2.001,2.0685,0.76,3.65,11.14,42.63,45.24,53.63,63,74.62,48.31,110.27,1.00%
017731,嘉实全球产业升级股票发起式(QDII)C,2025-09-29,2.319,2.319,0.97,1.05,9.65,27.47,52.72,53.61,109.45,,39.56,131.9,0.00%
014972,华安沪港深外延增长灵活配置混合C,2025-09-30,5.468,5.468,1.18,3.82,8.64,39.67,49.28,53.6,53.64,44.66,53.68,58.54,0.00%
020894,景顺长城国证机器人ETF联接C,2025-09-30,1.5282,1.5282,0.99,2.36,9.63,28.53,24.72,53.6,,,41.54,52.84,0.00%
501073,华安智联混合(LOF)A,2025-09-30,1.6528,1.6528,3.37,5.67,9.33,33.9,43.19,53.58,67.24,68.34,46.6,65.28,1.20%
007450,兴全多维价值混合C,2025-09-30,2.522,2.522,1.03,3.5,10.86,34.65,40.3,53.56,52.55,50.5,50.94,152.2,0.00%
016954,万家和谐增长混合C,2025-09-30,2.7377,2.7377,0.53,1.24,7.18,62.72,65.7,53.53,95.38,,54.91,56.74,0.00%
003580,泰康沪港深价值优选混合,2025-09-30,1.94,1.94,1.64,3.94,11.03,29.48,40.62,53.52,58.65,47.27,58.38,94,1.50%
002707,大摩科技领先混合A,2025-09-30,2.1167,2.1167,1.96,6.65,8.97,29.74,29.68,53.52,64.71,39.06,36.32,111.67,1.50%
017846,国金中证1000指数增强A,2025-09-30,1.3008,1.3008,1.04,2.79,3.14,19.45,31.57,53.5,36.24,,42.46,30.08,1.20%
015245,南华丰汇混合A,2025-09-30,1.8726,1.8726,0.92,3.55,3.21,19.79,36.85,53.49,48.94,80.75,45.57,87.26,1.20%
015756,景顺长城景气成长混合C,2025-09-30,1.4212,1.4212,2.22,5.08,15.35,40.45,44.31,53.49,57.35,46.02,46.29,42.15,0.00%
018221,广发品质优选混合发起式C,2025-09-30,1.5526,1.5526,2.45,6.26,12.46,29.09,42.7,53.49,,,58.67,55.26,0.00%
020983,博时国证消费电子主题指数发起式A,2025-09-30,1.8091,1.8091,1.02,1.44,11.78,41.58,37.46,53.48,,,43.59,80.91,1.00%
011636,富国港股通策略精选混合C,2025-09-30,1.1555,1.1555,1.7,3.39,6.92,20.79,38.77,53.47,67.2,46.38,60.31,15.55,0.00%
016567,嘉实中证电池主题ETF发起联接C,2025-09-30,0.985,0.985,2.35,9.96,32.39,60.63,60.45,53.47,50.36,4.31,62.68,-1.5,0.00%
017244,南方前瞻动力混合A,2025-09-30,1.3955,1.3955,-0.06,1.64,14.17,44.27,49.27,53.47,58.15,,56.38,39.55,1.50%
010393,工银健康生活混合A,2025-09-30,0.9592,0.9592,2.58,2.36,5,29.1,44.78,53.42,29.6,30.22,69.44,-4.08,1.50%
501075,万家科创主题灵活配置混合(LOF)A,2025-09-30,2.5377,2.5377,0.82,1.24,4.34,39.43,39.3,53.4,62.55,34.36,45.84,153.77,1.50%
001744,诺安进取回报混合,2025-09-30,1.77,1.798,1.03,6.18,9.46,31.7,38.61,53.38,46.4,72.51,48.74,81.84,1.50%
007182,万家沪港深蓝筹混合A,2025-09-30,0.9351,0.9351,1.92,4.9,8.3,29.66,40.74,53.37,48.24,37.15,61.84,-6.49,1.50%
050012,博时策略混合,2025-09-30,1.558,1.827,-0.32,-0.64,6.42,47.4,46.02,53.35,33.85,-1.45,60.45,78.89,1.50%
006879,华安智能生活混合A,2025-09-30,3.2803,3.2803,1.2,3.83,8.57,40.13,49.86,53.31,52.43,45.54,53.69,228.03,1.50%
011136,广发盛兴混合A,2025-09-30,1.1919,1.1919,1.99,2.12,9.39,42.3,41.62,53.3,55.18,51.53,50.06,19.19,1.50%
009067,国泰中证新能源汽车ETF联接A,2025-09-30,2.3541,2.3541,2.88,9.39,25.51,47.34,46.16,53.28,46.96,10.2,55.65,135.41,1.00%
010780,西部利得量化优选一年持有C,2025-09-30,1.1793,1.4493,0.32,1.88,1.73,17.4,30.29,53.28,47.44,53.43,42.59,48.77,0.00%
013856,嘉实品质发现混合C,2025-09-30,1.3092,1.3092,1.99,5.09,10.63,39.63,47.58,53.27,52.53,41.38,56.81,30.92,0.00%
001420,南方大数据300A,2025-09-30,1.8701,1.8701,1.29,3.42,2.9,19.14,29.01,53.26,43.25,46.25,40.96,87.01,1.20%
010136,宏利高研发6个月持有混合C,2025-09-30,1.6547,1.6548,1.09,5.96,16.41,41.9,40,53.26,84.53,32.54,42.94,65.48,0.00%
020973,易方达机器人ETF联接C,2025-09-30,1.6209,1.6209,0.99,2.36,9.14,28.71,25.17,53.25,,,40.85,62.09,0.00%
008400,华泰柏瑞中证科技ETF联接C,2025-09-30,1.9722,2.0397,0.76,3.64,11.11,42.53,45.06,53.24,62.17,73.29,48.03,107.3,0.00%
001267,宏利蓝筹混合,2025-09-30,1.474,1.474,-0.2,0.75,8.22,53.22,55.32,53.22,60.74,27.07,62.87,47.4,1.50%
007066,浦银安盛先进制造混合A,2025-09-30,1.8418,1.8418,1.31,2.16,13.82,37.05,33.44,53.22,56.8,63.53,39.39,84.18,1.50%
008842,同泰远见混合A,2025-09-30,0.8051,0.8051,-0.83,-1.35,-2.58,2.43,19.84,53.21,42.29,18.03,53.26,-19.49,1.50%
006976,鹏华核心优势混合A,2025-09-30,2.8859,2.8859,1.33,5.27,6.93,27.07,39.69,53.2,49.4,39.25,37.75,188.59,1.50%
008531,惠升惠民混合A,2025-09-30,1.254,1.4214,1.56,4.2,10.19,28.93,32.35,53.19,46.56,37.26,45.17,45.27,1.20%
010806,东财新能源车C,2025-09-30,1.2658,1.2658,2.92,9.54,25.81,47.93,46.61,53.19,45.75,7.41,56.06,26.58,0.00%
017967,华富新能源股票型发起式C,2025-09-30,1.1419,1.1419,1.82,7.65,24.21,50.85,56.17,53.19,51.57,,64.16,22.64,0.00%
017644,博道中证1000指数增强A,2025-09-30,1.5299,1.5299,0.9,2.04,2.27,20.74,31.3,53.19,51.72,,41.81,52.99,1.20%
019411,南方数字经济混合C,2025-09-30,1.7234,1.7234,2.25,5.11,11.4,61.84,66.46,53.19,,,52.97,72.34,0.00%
020984,博时国证消费电子主题指数发起式C,2025-09-30,1.8039,1.8039,1.02,1.44,11.75,41.5,37.31,53.17,,,43.37,80.39,0.00%
001150,融通互联网传媒灵活配置混合,2025-09-30,1.043,1.043,1.76,4.3,2.96,30.38,29.89,53.16,33.89,31.53,37.24,4.3,1.50%
014162,万家人工智能混合C,2025-09-30,3.4757,3.4757,-1.5,-2.79,2.79,66.89,54.51,53.16,75.6,88.06,44.67,9.26,0.00%
012200,新华鑫科技3个月滚动持有灵活配置混合A,2025-09-30,1.2195,1.2195,0.91,-0.53,4.26,46.21,56.13,53.15,50.39,45.37,45.84,21.95,1.50%
012699,平安中证新能车ETF联接C,2025-09-30,0.8748,0.8748,2.87,9.46,25.33,47.9,46.7,53.15,45.9,9.58,55.8,-12.52,0.00%
006003,工银医药健康股票C,2025-09-30,2.4658,3.009,2.53,2.1,4.79,29.11,44.61,53.15,28.39,29.75,69.56,196.76,0.00%
009665,汇添富医疗积极成长一年持有混合C,2025-09-30,0.7928,0.7928,1.76,1.58,1.63,23.03,43.86,53.14,24.26,7.75,65.51,-20.72,0.00%
011300,易方达智造优势混合A,2025-09-30,1.5087,1.5087,0.29,2.9,14.42,63.95,61,53.14,79.44,55.42,61.86,50.87,1.50%
011924,嘉实港股互联网产业核心资产A,2025-09-30,1.0024,1.0024,2.22,4.11,11.74,22.72,31.41,53.13,66.13,76.35,61.21,0.24,1.50%
377010,摩根阿尔法混合A,2025-09-30,6.2015,8.1215,1.24,4.75,13.12,40.54,48.95,53.12,57.71,42.35,54.7,927.34,1.50%
015151,恒越匠心优选一年持有混合C,2025-09-30,1.1957,1.1957,0.49,0.67,-4.06,-3.89,24.04,53.1,33.14,,50.25,19.57,0.00%
008962,建信科技创新混合A,2025-09-30,1.7679,1.7679,-0.03,3.1,9.83,40.01,42.3,53.09,50.14,29.88,57.81,76.79,1.50%
018133,博时中证有色金属矿业主题指数C,2025-09-30,1.4956,1.4956,3.46,11.2,14.23,47.41,54.3,50.8,64.37,,70.42,49.56,0.00%
020255,中欧中证机器人指数发起A,2025-09-30,1.6666,1.6666,0.91,2.01,6.54,26.91,20.18,50.78,,,39.22,66.66,1.00%
014026,易方达优选星汇六个月持有混合(FOF)A,2025-09-29,1.3729,1.3729,1.82,1.84,7.16,37.98,36.23,50.77,44.02,,41.49,37.29,1.20%
021875,路博迈资源精选股票发起A,2025-09-30,1.5071,1.5071,2.17,6.25,18.01,50.63,52.56,50.77,,,64.24,50.71,1.50%
016606,财通资管臻享成长混合C,2025-09-30,1.3056,1.3056,-0.13,1.95,16.73,43.3,41.97,50.76,45.68,,43.5,30.56,0.00%
019891,华夏中证2000ETF发起式联接A,2025-09-30,1.4009,1.4009,0.28,1.07,-0.23,13.7,25.98,50.75,,,37.14,40.09,1.20%
519951,长信利泰灵活配置混合A,2025-09-30,1.319,1.738,0.51,1.31,2.9,30.45,40.78,50.73,42.18,13.78,46,80.79,0.80%
012901,招商创业板指数增强C,2025-09-30,0.889,0.889,0.3,3.4,9.24,42.7,49.94,50.7,61.99,38.99,53.06,-11.1,0.00%
007815,嘉实新兴科技100ETF联接A,2025-09-30,1.629,1.629,0.01,1.66,5.8,40.32,45.16,50.68,51.27,72.89,48.1,62.88,1.20%
021873,中欧中证沪深港黄金产业股票指数发起A,2025-09-30,1.6052,1.6052,1.94,5.13,19.44,31.63,47.08,50.67,,,78.55,60.52,1.00%
008261,招商研究优选股票A,2025-09-30,1.9209,1.9209,0.41,2.96,8.77,42.24,51.18,50.66,85.42,76.29,50.48,92.09,1.50%
016496,景顺长城中证港股通科技ETF发起联接C,2025-09-30,1.6375,1.6375,2.48,4.67,11.5,22.39,22.14,50.66,72.02,86.38,50.96,63.75,0.00%
021491,中航远见领航混合发起A,2025-09-30,1.5769,1.6569,5.65,6.04,6.59,34.81,27.55,50.66,,,40.96,68.21,1.50%
006736,国投瑞银先进制造混合,2025-09-30,2.8107,2.8107,-0.3,-2.09,2.03,64.51,61.56,50.64,25.96,-22.85,61.9,181.07,1.50%
020733,易方达创业板中盘200ETF联接C,2025-09-30,1.9536,1.9536,1.25,1.67,-0.53,14.57,19.48,50.64,,,26.93,95.36,0.00%
005391,工银创业板ETF联接C,2025-09-30,1.7844,1.7844,0.02,3.74,11.11,46.74,51.3,50.63,64.84,45.53,49.16,78.44,0.00%
001070,建信信息产业股票A,2025-09-30,3.407,3.407,0.18,-1.25,8.09,41.78,47.68,50.62,45.85,24.98,55.22,240.7,1.50%
011956,鹏华新能源精选混合A,2025-09-30,1.2098,1.2098,1.72,8.52,21.85,48.81,49.25,50.62,57.61,25.73,49.64,20.98,1.50%
001743,诺安优选回报混合A,2025-09-30,2.438,2.688,0.87,6.46,10.42,32.36,37.12,50.59,40.36,43.5,47.13,203.73,1.50%
160223,国泰创业板指数(LOF)A,2025-09-30,1.794,1.794,0.04,3.81,11.61,48.03,52.95,50.58,65.39,52.25,51.09,79.38,1.20%
017973,易方达港股通优质增长混合A,2025-09-30,1.4939,1.4939,2.1,4.87,9.01,22.99,31.59,50.58,61.19,,51.99,49.39,1.50%
007863,长信利泰灵活配置混合C,2025-09-30,1.4325,1.8325,0.51,1.31,2.89,30.42,40.72,50.57,41.85,15.92,45.89,51.97,0.00%
010710,安信医药健康股票C,2025-09-30,1.508,1.565,1.06,-0.91,-3.75,23.98,55.4,50.56,36.42,36.2,68.72,57.84,0.00%
001370,中银新趋势灵活配置混合A,2025-09-30,1.945,1.945,0.62,-0.15,8.9,40.64,35.35,50.54,36.3,34.32,43.12,94.5,1.50%
013014,华夏中证新能源汽车ETF发起式联接C,2025-09-30,0.7744,0.7744,2.73,8.16,24.1,45.7,44.32,50.54,42.01,4.09,53.5,-22.56,0.00%
013081,中信保诚中证800有色指数(LOF)C,2025-09-30,2.4614,2.4614,3.42,11,13.28,45.28,52.87,50.54,70.5,64.68,67.09,20.45,0.00%
019346,交银医疗健康混合发起C,2025-09-30,1.6147,1.6147,2.05,1.97,2.61,24.75,46.67,50.53,,,67.83,61.47,0.00%
